PurchDate,Auction,VehYear,VehicleAge,Make,Model,Trim,SubModel,Color,Transmission,WheelTypeID,WheelType,VehOdo,Nationality,Size,TopThreeAmericanName,MMRAcquisitionAuctionAveragePrice,MMRAcquisitionAuctionCleanPrice,MMRAcquisitionRetailAveragePrice,MMRAcquisitonRetailCleanPrice,MMRCurrentAuctionAveragePrice,MMRCurrentAuctionCleanPrice,MMRCurrentRetailAveragePrice,MMRCurrentRetailCleanPrice,PRIMEUNIT,AUCGUART,BYRNO,VNZIP1,VNST,VehBCost,IsOnlineSale,WarrantyCost,PurchDate2,IsBadBuy
0,1,0,3,9,75,10,3,6,0,0,0,52294,1,0,1,4492,5577,8153,9896,4492,5577,8153,9896,0,0,43,28,17,4990,0,920,0,1
1,1,2,5,1,2,2,3,6,0,0,0,87672,1,0,1,3154,4328,6481,7446,3458,4643,6396,7586,0,0,44,28,17,4190,0,1503,1,1
1,1,2,5,7,16,10,3,1,0,2,2,58463,1,3,3,4146,5327,7395,8984,4146,5327,7395,8984,0,0,44,28,17,5250,0,1500,1,1
1,1,0,4,13,39,10,3,3,0,0,0,64567,1,0,3,6308,7319,10021,11441,6111,7104,10181,11358,0,0,44,28,17,6205,0,1118,1,1
1,1,7,2,1,33,6,71,1,0,2,2,52254,1,0,1,6860,7439,10670,11284,6860,7439,10670,11284,0,0,43,28,17,7005,0,754,1,1
1,1,2,5,7,50,11,46,7,0,0,0,74573,1,6,3,10544,12152,15612,17308,9862,11366,14381,16346,0,0,43,28,17,10520,0,1623,1,1
1,1,2,5,7,16,10,3,1,0,2,2,59147,1,3,3,4146,5327,7395,8984,4146,5327,7395,8984,0,0,44,28,17,4835,0,1500,1,1
1,1,1,6,2,7,29,192,2,0,0,0,62801,1,0,2,3508,4397,6937,8695,3289,4355,6127,7147,0,0,43,28,17,3175,0,825,1,1
1,1,3,3,7,104,11,47,5,0,0,0,46816,1,0,3,6018,7078,9561,10651,7275,8347,10703,11796,0,0,44,28,17,6650,0,764,1,1
1,1,2,5,2,31,29,224,5,0,2,2,69762,1,4,2,4458,5560,8484,9510,4458,5560,8484,9510,0,0,44,28,17,4990,0,1313,1,1
1,1,2,5,1,66,6,89,3,0,2,2,38711,1,7,1,6857,8554,10672,12827,6837,8281,10408,12069,0,0,44,28,17,8905,0,882,1,1
1,1,2,5,9,59,26,3,5,0,0,0,45490,1,0,1,3961,4967,7205,8671,3796,4837,7137,8428,0,0,43,28,17,4990,0,975,1,1
1,1,1,6,0,0,0,0,1,0,2,2,55249,0,0,0,4959,6063,8466,9270,4959,6063,8466,9270,0,0,43,28,17,7605,0,837,1,1
1,1,5,7,7,16,10,3,3,0,2,2,68927,1,3,3,2971,3958,5922,7284,2971,3958,5922,7284,0,0,44,28,17,4990,0,2003,1,1
1,1,0,4,2,4,41,109,3,0,2,2,72076,1,2,2,4411,5310,8377,9145,4411,5310,8377,9145,0,0,44,28,17,4690,0,1155,1,1
1,1,5,7,11,357,10,94,1,0,0,0,66350,0,5,0,3494,4208,6463,7499,3745,4545,6923,7860,0,0,43,28,17,5605,0,1223,1,1
1,1,2,5,0,0,0,0,5,1,0,0,71794,0,0,0,6002,7460,10115,11606,6043,7493,9951,11272,0,0,44,28,17,6205,0,1038,1,1
1,1,1,6,16,53,17,473,3,0,2,2,69875,2,10,0,6498,7229,9544,10462,6497,7229,9742,10633,0,0,43,28,17,8305,0,630,2,1
1,1,1,6,2,26,30,137,5,0,0,0,47524,1,5,2,4827,5898,8156,9521,5403,6658,8940,10334,0,0,43,28,17,7490,0,834,2,1
1,1,1,6,7,522,11,418,5,0,0,0,87821,1,11,3,7950,10662,12443,14724,8824,10791,13195,14839,0,0,43,28,17,9105,0,1633,2,1
1,1,3,3,1,33,10,71,3,0,1,1,75466,1,0,1,6947,8149,10679,11755,6517,7417,10405,11237,0,0,44,28,17,6605,0,920,5,1
1,1,2,5,4,108,10,3,6,0,2,2,34394,0,2,0,2475,3376,4846,6610,2475,3376,4846,6610,0,0,44,28,17,5505,0,462,5,1
1,1,6,8,5,9,91,549,6,0,0,0,84615,1,1,3,0,0,0,0,4700,5108,8497,9039,0,0,43,28,17,7605,0,1673,5,1
1,1,1,6,9,35,12,30,7,0,2,2,70292,1,9,1,6458,7800,9598,10807,6458,7800,9598,10807,0,0,44,28,17,8290,0,1389,5,1
1,1,5,7,18,96,43,101,1,0,2,2,74815,1,5,3,4429,5675,7796,9989,4429,5675,7796,9989,0,0,43,28,17,7405,0,3967,6,1
1,1,0,4,7,16,11,47,3,0,2,2,54333,1,3,3,6521,7786,9750,11248,6401,7554,9588,11109,0,0,44,28,17,7905,0,1500,6,1
1,1,2,5,9,75,10,3,6,0,0,0,85380,1,0,1,3691,5005,7203,8281,3477,4554,6702,8209,0,0,44,28,17,5605,0,1243,6,1
1,1,0,4,7,83,11,83,7,0,2,2,79941,1,4,3,6247,7771,9661,11772,6119,7759,9765,11876,0,0,44,28,17,7705,0,2091,6,1
1,1,0,4,7,210,11,14,5,0,0,0,80065,1,5,3,11729,14009,16497,18716,11313,14057,16181,19734,0,0,44,28,17,9305,0,2152,6,1
1,1,0,4,7,16,11,47,3,0,2,2,43532,1,3,3,6436,7642,9649,11077,6460,7902,10089,12341,0,0,45,28,17,8000,0,1328,6,1
1,1,2,5,7,85,10,347,3,0,2,2,74257,1,1,3,7420,8981,11386,12914,6829,9535,11114,14166,0,0,45,28,17,7500,0,1155,6,1
1,1,0,4,9,59,26,3,7,0,1,1,89177,1,0,1,4913,5932,8588,9513,4184,5002,7723,8480,0,0,44,28,17,5805,0,1503,6,1
1,1,3,3,7,221,11,14,3,0,2,2,91323,1,5,3,14256,16820,18657,20535,13450,16136,17506,20013,0,0,44,28,17,9930,0,2351,6,1
1,1,0,4,13,80,10,7,0,0,1,1,83097,1,0,3,5703,6866,9190,10368,6093,7546,9405,10665,0,0,44,28,17,6905,0,1113,6,1
1,1,0,4,7,83,11,83,7,0,1,1,79961,1,4,3,6278,7872,9970,12022,6180,7897,10489,11978,0,0,44,28,17,7705,0,2091,6,1
1,1,2,5,1,11,2,22,1,0,2,2,85004,1,4,1,5772,7262,9085,10928,5772,7262,9085,10928,0,0,44,28,17,7505,0,1763,6,1
1,1,2,5,6,12,10,3,3,0,2,2,72107,2,0,0,5865,7507,9643,11485,5579,6669,8833,10114,0,0,44,28,17,6905,0,686,8,1
1,1,5,7,13,44,6,104,1,0,0,0,81191,1,3,3,2285,3563,5368,6690,2313,3248,5391,6721,0,0,44,28,17,3790,0,2452,8,1
1,1,0,4,18,322,43,202,3,0,1,1,72969,1,3,3,7260,9437,10855,13157,6574,8730,10875,12395,1,1,44,28,17,7430,0,1506,9,1
1,1,0,4,4,108,10,3,7,0,2,2,49982,0,2,0,3128,3682,6375,6774,3107,3634,5932,6938,0,0,44,28,17,4190,0,482,9,1
1,1,0,4,4,6,5,3,7,1,1,1,74872,0,0,0,4390,5804,7885,10424,4818,5893,8071,9791,0,0,44,28,17,4590,0,569,9,1
1,1,1,6,3,211,4,5,7,0,2,2,87024,0,2,0,3226,4024,6180,7213,3044,3787,5741,6710,0,0,44,28,17,4440,0,594,9,1
1,1,0,4,9,45,26,158,3,0,2,2,74201,1,0,1,4211,5377,7795,9240,4180,5372,8046,9264,0,0,44,28,17,5705,0,1272,9,1
1,1,1,6,1,68,6,3,1,0,2,2,107476,1,0,1,2425,3411,5227,6465,2434,3490,5227,6518,0,0,44,28,17,4390,0,1450,9,1
1,1,7,2,1,107,6,3,0,0,1,1,75527,1,0,1,7950,8841,11576,12579,8261,9440,11848,13034,1,1,43,28,17,7105,0,1155,0,1
1,1,1,6,13,54,6,13,5,0,1,1,103411,1,2,3,2983,4088,5138,6335,3344,4124,5754,6470,0,0,43,28,17,3890,0,1450,0,1
1,1,0,4,4,421,5,334,3,0,2,2,50421,0,4,0,7336,9051,11442,13480,7336,9051,11442,13480,0,0,43,28,17,7605,0,1086,0,1
1,1,3,3,8,40,38,78,7,0,2,2,80126,1,0,3,6287,7202,9214,9953,6287,7202,9214,9953,0,0,43,28,17,5505,0,853,0,1
1,1,2,5,8,40,22,237,3,0,0,0,62365,1,0,3,3969,5181,7172,8229,4930,6124,8066,9390,1,1,43,28,17,5205,0,728,0,1
1,1,0,4,2,42,6,7,0,0,2,2,84716,1,0,2,5940,7462,9482,11191,6216,7390,9581,10658,0,0,43,28,17,7505,0,853,0,1
1,1,5,7,6,611,32,338,3,0,0,0,90257,2,5,0,6464,7609,10214,11709,5976,6927,9095,10121,0,0,43,28,17,7605,0,1641,0,1
1,2,0,4,7,105,11,47,1,0,1,1,81504,1,2,3,3498,4413,6418,7500,3316,4179,6210,7400,0,0,3,21,15,4600,0,853,10,1
1,2,3,3,6,34,10,3,6,0,1,1,72959,2,2,0,7317,8499,11126,12362,7599,8713,11275,12410,0,0,1,21,15,7200,0,569,7,1
1,2,3,3,7,105,11,47,4,1,1,1,39799,1,2,3,4840,5856,8151,8997,4719,5762,7767,9012,0,0,1,21,15,4900,0,582,7,1
1,2,2,5,7,99,11,47,4,0,0,0,80390,1,0,3,4710,6044,8310,9521,5170,6305,8129,9551,0,0,7,21,15,5900,0,1373,7,1
1,2,2,5,6,34,10,29,2,0,1,1,88973,2,2,0,4475,5475,7826,8702,5155,6355,8229,10045,0,0,31,21,15,4500,0,594,7,1
1,2,6,8,9,59,35,176,3,0,0,0,74320,1,0,1,2800,3718,5694,6768,3117,4099,5775,6751,0,0,7,21,15,4100,0,1689,7,1
1,2,2,5,0,0,0,0,6,1,0,0,78870,0,0,0,6244,7855,10213,12136,6395,8127,9804,11418,0,0,7,21,15,7800,0,1038,7,1
1,2,7,2,7,36,11,31,4,0,1,1,83330,1,3,3,8002,9001,11703,12893,7865,8879,12293,13214,0,0,33,21,15,8400,0,2152,7,1
1,2,0,4,2,4,41,109,8,0,0,0,94786,1,2,2,4649,5634,8752,9370,4518,5587,8052,9079,0,0,33,21,15,5300,0,1341,7,1
1,2,4,9,2,4,3,4,3,0,0,0,68372,1,2,2,1876,2716,4323,6259,2074,2875,4893,5892,1,1,0,21,15,4100,0,1320,7,1
1,2,3,3,1,33,10,71,3,0,1,1,69051,1,0,1,6014,7515,9962,11264,6982,8797,10483,12176,1,1,3,21,15,6700,0,825,8,1
1,2,1,6,7,221,44,55,6,0,0,0,87897,1,5,3,5791,7237,9772,11160,6040,7390,10184,11487,0,0,7,21,15,8135,0,2152,8,1
1,2,1,6,12,281,10,3,1,1,1,1,78859,2,0,0,5000,6116,7907,9020,5335,6512,8294,9606,0,0,7,21,15,6500,0,569,8,1
1,2,2,5,9,27,10,3,7,0,0,0,82433,1,7,1,7563,8873,11246,13233,7459,8578,11079,12164,0,0,1,21,15,9400,0,1503,8,1
1,2,5,7,2,7,6,7,11,0,0,0,75943,1,0,2,2754,3779,6003,8237,2226,3188,4759,6163,0,0,1,21,15,4600,0,1220,8,1
1,2,0,4,11,613,18,94,11,0,0,0,77728,0,10,0,7277,8633,11204,12159,7586,8879,11369,12583,0,0,30,21,15,6800,0,1389,9,1
1,2,0,4,7,21,28,51,7,0,0,0,41608,1,0,3,6242,7658,10328,11650,6079,7522,10167,12094,0,0,7,21,15,7800,0,623,9,1
1,2,0,4,11,84,18,3,3,0,1,1,76110,0,0,0,4703,5650,8051,9123,4815,5823,8206,9263,0,0,7,21,15,4500,0,569,9,1
1,2,1,6,13,205,20,35,4,0,0,0,100684,1,0,3,3574,4820,6749,8248,4187,5300,7210,8332,0,0,28,21,15,3300,0,2891,9,1
1,2,2,5,7,105,11,3,7,0,1,1,106845,1,2,3,3167,4065,5767,6822,3058,3825,5697,6387,0,0,7,21,15,4200,0,970,9,1
1,2,4,9,11,266,12,392,3,0,0,0,105104,0,8,0,1492,1999,4333,4801,2041,2824,4822,6672,0,0,50,21,15,3000,1,1430,0,1
1,2,0,4,1,68,2,3,11,0,0,0,59936,1,0,1,4324,5305,7702,8793,3929,4830,7409,9109,0,0,35,21,15,5700,0,920,0,1
1,2,1,6,1,2,6,7,1,0,0,0,85585,1,0,1,3035,4646,6286,7318,4159,5916,7075,8377,0,0,31,21,15,4100,0,1503,0,1
1,2,6,8,7,19,11,81,4,0,0,0,76144,1,3,3,3182,4384,6227,8325,3350,4522,5878,7762,0,0,35,21,15,5400,0,2274,0,1
1,2,2,5,4,110,5,50,6,1,0,0,94855,0,5,0,8392,10065,12280,13717,6625,8751,10020,11792,0,0,31,21,15,5500,0,2206,0,1
1,2,4,9,13,268,12,308,3,0,0,0,96865,1,4,3,1993,2784,3993,5578,1908,2387,4471,5593,0,0,35,21,15,4200,0,5913,0,1
1,2,7,2,13,80,10,104,3,0,1,1,86519,1,0,3,8168,9590,11200,12912,8622,10122,12141,12941,0,0,31,21,15,7800,0,1113,0,1
1,2,1,6,4,6,5,6,7,0,1,1,63526,0,0,0,2585,3629,5421,6603,3113,3831,5997,6839,0,0,31,21,15,4900,0,533,0,1
1,2,0,4,14,706,10,3,1,0,1,1,73666,0,2,0,4207,5264,7248,8408,4413,5368,7387,8600,0,0,9,21,15,4700,0,920,0,1
1,2,2,5,2,7,6,88,5,0,0,0,98176,1,0,2,4401,6056,7593,9181,3169,4226,6429,7439,0,0,1,21,15,4530,0,1053,0,1
1,2,6,8,1,41,16,38,1,0,0,0,100064,1,5,1,3403,4482,6072,7997,2869,3794,6164,6725,0,0,1,21,15,4500,0,2070,0,1
0,2,0,3,9,163,10,3,3,0,1,1,52112,1,0,1,5608,6565,6557,7590,5809,6827,6774,7873,0,0,6,22,16,5075,0,1086,2,1
0,2,1,5,10,528,11,20,5,0,2,2,84750,1,0,2,3147,4351,3899,5199,3147,4351,3899,5199,0,0,6,22,16,4575,0,983,2,1
0,2,2,4,2,500,41,109,3,0,2,2,81598,1,2,2,3668,4719,4461,5597,3668,4719,4461,5597,0,0,6,22,16,4675,0,1243,2,1
0,2,1,5,7,154,44,250,11,0,2,2,74979,1,5,3,6356,7956,7364,9092,6718,8229,7755,9387,0,0,28,22,16,7315,0,1974,2,1
0,2,5,6,2,233,6,7,5,0,2,2,81894,1,0,2,2717,3651,3434,4443,2717,3651,3434,4443,0,0,6,22,16,3875,0,1283,2,1
0,2,1,5,2,285,9,270,7,0,2,2,75427,1,1,2,8388,10021,9559,11323,8388,10021,9559,11323,0,0,6,22,16,7195,0,803,2,1
0,2,1,5,9,184,12,30,3,0,0,0,50311,1,9,1,7016,8233,8077,9392,7150,8562,8222,9747,0,0,28,22,16,7095,0,1417,2,1
0,2,6,7,8,440,62,186,2,0,2,2,67410,1,2,3,2609,3542,3318,4325,2609,3542,3318,4325,0,0,6,22,16,4090,0,1711,3,1
0,2,2,4,1,11,2,22,3,0,0,0,86067,1,4,1,6632,8224,7663,9382,5686,7250,6641,8330,0,0,28,22,16,5625,0,1763,3,1
0,2,2,4,9,149,10,3,3,0,0,0,66460,1,0,1,4755,6031,5635,7013,4659,5877,5532,6847,0,0,28,22,16,5005,0,1020,3,1
0,2,5,6,2,189,95,553,3,1,0,0,98351,1,2,2,2610,3192,3319,3947,2610,3192,3319,3947,0,0,28,22,16,2500,0,1641,6,1
0,2,5,6,3,448,4,5,3,0,1,1,91076,0,0,0,3420,4780,4194,5662,3420,4780,4194,5662,0,0,28,22,16,3880,0,920,6,1
0,2,5,6,7,157,11,47,3,0,1,1,72992,1,2,3,2314,3222,2999,3980,2314,3222,2999,3980,0,0,28,22,16,3815,0,1455,6,1
0,2,6,7,2,182,17,26,6,0,2,2,86093,1,4,2,2165,3092,2838,3839,2165,3092,2838,3839,0,0,6,22,16,3180,0,2322,6,1
0,2,0,3,7,312,28,246,4,0,0,0,72458,1,0,3,5878,7102,6848,8170,5878,7102,6848,8170,0,0,28,22,16,6135,0,803,6,1
0,2,1,5,2,251,30,137,11,0,1,1,58422,1,5,2,5341,6624,6268,7654,5437,6811,6372,7856,0,0,6,22,16,7135,0,920,10,1
0,2,1,5,2,582,17,114,2,0,1,1,58683,1,2,2,3043,3864,3786,4673,3326,4189,4092,5024,0,0,28,22,16,4645,0,920,10,1
0,2,0,3,7,291,11,83,5,0,1,1,59861,1,4,3,8671,11066,9865,12451,7371,9142,8461,10373,0,0,28,22,16,7255,0,1583,10,1
0,2,0,3,4,234,5,3,7,0,1,1,76469,0,0,0,4066,4852,4891,5740,4703,5594,5579,6542,0,0,28,22,16,4145,0,569,10,1
0,2,2,4,9,163,35,176,7,0,0,0,76269,1,0,1,5123,6138,6033,7129,5295,6369,6219,7379,0,0,28,22,16,6300,0,1389,10,1
0,2,2,4,7,546,28,81,4,0,2,2,57281,1,3,3,4685,6295,5560,7299,4860,6502,5749,7522,0,0,6,22,16,8255,0,1500,10,1
0,2,0,3,2,233,6,7,5,0,1,1,70426,1,0,2,4430,5667,5284,6620,4213,5346,5050,6274,0,0,6,22,16,4215,0,920,10,1
0,2,3,2,13,162,10,3,6,0,1,1,54493,1,3,3,7912,9359,9045,10608,7926,9209,9060,10446,0,0,6,22,16,7455,0,1500,10,1
0,2,4,8,2,182,7,179,1,0,0,0,61201,1,4,2,2686,3594,3401,4382,3067,4154,3812,4986,0,0,6,22,16,3980,0,1906,10,1
0,2,2,4,6,159,10,3,3,0,2,2,51622,2,0,0,6621,8109,7651,9258,6621,8109,7651,9258,0,0,6,22,16,8455,0,588,7,1
0,2,0,3,1,11,10,11,11,0,1,1,78159,1,4,1,6524,8267,7546,9428,6074,7571,7060,8677,0,0,6,22,16,6800,0,1623,7,1
0,2,1,5,5,716,8,482,7,0,0,0,87010,1,5,3,8170,9526,9324,10788,8170,9526,9324,10788,0,0,6,22,16,8285,0,2735,7,1
0,2,0,3,7,146,28,121,4,0,1,1,88542,1,0,3,6725,8162,7763,9315,5730,7026,6688,8088,0,0,6,22,16,6200,0,1113,7,1
0,2,0,3,13,162,20,35,3,0,0,0,72738,1,3,3,8772,10522,9974,11864,8772,10522,9974,11864,0,0,28,22,16,6935,0,2208,7,1
0,2,1,5,1,319,14,38,5,0,0,0,77103,1,5,1,7787,9351,8910,10599,7787,9351,8910,10599,0,0,28,22,16,7555,0,1623,7,1
0,2,1,5,13,162,20,35,2,0,0,0,65301,1,3,3,4204,5305,5040,6229,4094,5403,7155,8971,0,0,28,22,16,6435,0,1703,7,1
0,2,0,3,7,127,11,47,1,0,1,1,58721,1,2,3,5172,6416,6086,7429,4997,6166,5897,7159,0,0,28,22,16,6035,0,671,7,1
0,2,5,6,6,638,32,338,5,0,0,0,82892,2,5,0,7166,8165,8239,9318,7372,8448,8462,9624,0,0,28,22,16,8385,0,1543,7,1
0,2,1,5,7,198,11,81,2,0,1,1,70966,1,3,3,4107,5347,4936,6275,3552,4670,7238,8276,0,0,45,22,16,5700,0,1974,8,1
0,2,0,3,1,258,10,3,4,0,1,1,81345,1,7,1,8739,10180,9938,11494,8767,10329,9968,11655,0,0,6,22,16,8185,0,1503,8,1
0,2,1,5,6,577,6,33,3,0,0,0,81066,2,5,0,8000,9623,9140,10893,7865,9627,8994,10897,0,0,6,22,16,8085,0,853,8,1
0,2,6,7,7,157,10,13,4,0,2,2,83657,1,2,3,1905,2697,2557,3413,1905,2697,2557,3413,0,0,6,22,16,3280,0,1543,8,1
0,2,6,7,13,364,8,460,4,0,0,0,77314,1,3,3,4842,5687,5729,6642,3777,4659,6621,7546,0,0,45,22,16,5000,0,2508,8,1
0,2,6,7,9,155,10,3,5,0,2,2,73526,1,0,1,2451,3250,3147,4010,2451,3250,3147,4010,0,0,6,22,16,3480,0,1689,8,1
0,2,2,4,1,360,2,129,7,0,1,1,86834,1,4,1,5270,6901,6192,7953,4392,6162,5243,7155,0,0,28,22,16,4615,0,1763,8,1
0,2,5,6,13,381,6,104,5,0,0,0,63753,1,3,3,2790,3988,3513,4807,2531,3647,3233,4439,0,0,28,22,16,4815,0,2003,8,1
0,2,0,3,3,338,4,5,3,0,1,1,52686,0,2,0,5032,6182,5935,7177,4952,5980,5848,6958,0,0,3,22,16,6165,0,505,8,1
0,2,2,4,2,197,41,109,3,0,1,1,81749,1,2,2,3985,5024,4804,5926,3893,4974,4704,5872,0,0,3,22,16,4845,0,1243,8,1
0,2,6,7,10,340,11,271,3,0,0,0,51053,1,0,2,3977,4839,4795,5726,2397,3525,5174,6694,0,0,3,22,16,4680,0,1054,8,1
0,2,2,4,13,168,6,7,5,0,0,0,66135,1,0,3,3537,4628,4320,5498,3741,4857,6620,8021,0,0,28,22,16,4615,0,1898,8,1
0,2,2,4,1,164,2,3,7,0,0,0,64432,1,0,1,3261,4093,4022,4920,2781,3680,3503,4474,0,0,28,22,16,6035,0,1020,8,1
0,2,1,5,9,149,17,3,7,0,0,0,87322,1,0,1,2911,3917,3644,4730,2820,3719,3546,4517,0,0,28,22,16,3415,0,1243,8,1
0,2,1,5,2,31,35,357,2,0,0,0,86614,1,4,2,6517,7750,7538,8870,5993,7149,6972,8221,0,0,28,22,16,6865,0,1633,9,1
0,2,2,4,1,68,2,3,6,0,1,1,65209,1,0,1,3212,4013,3969,4834,2781,3680,3503,4474,0,0,28,22,16,3515,0,1020,9,1
0,2,0,3,2,7,6,7,2,0,0,0,93968,1,0,2,4265,5425,5106,6359,3822,4985,4628,5884,0,0,28,22,16,3845,0,1053,9,1
0,2,0,3,11,32,18,40,3,0,0,0,55269,0,0,0,6243,7609,7242,8718,6342,7758,10213,11655,0,0,6,22,16,6535,0,671,9,1
0,2,6,7,2,77,30,169,0,0,0,0,68334,1,10,2,4396,5619,5248,6569,4593,5561,5460,6506,0,0,6,22,16,6335,0,1515,9,1
1,2,2,5,7,16,10,3,7,0,1,1,76289,1,3,3,0,0,0,0,4466,5756,7452,8977,0,0,28,22,16,6665,0,1974,4,1
1,2,2,5,2,7,7,87,11,0,0,0,78439,1,0,2,5060,6255,8134,9472,4112,5478,7534,9214,0,0,6,22,16,5435,0,920,4,1
1,2,3,3,7,62,28,121,1,0,1,1,84342,1,0,3,7638,9186,11358,13096,7426,9389,11498,13197,0,0,6,22,16,6235,0,1373,4,1
1,2,0,4,2,7,7,8,1,0,0,0,86619,1,0,2,5773,7337,10128,12871,5091,6814,8674,10675,0,0,6,22,16,5665,0,983,4,1
1,2,0,4,2,7,6,7,3,0,1,1,82445,1,0,2,4807,5905,8433,10359,4711,5896,8233,9609,0,0,6,22,16,5405,0,983,4,1
1,2,7,2,13,80,10,7,6,0,1,1,51562,1,0,3,8693,9806,12002,13414,8825,9866,12788,14081,0,0,6,22,16,8955,0,837,4,1
1,2,1,6,2,7,7,113,2,0,0,0,74978,1,0,2,3826,4969,6973,8132,3797,4940,6917,8465,0,0,28,22,16,5465,0,920,4,1
1,2,1,6,12,267,6,108,4,0,0,0,84291,2,0,0,6498,7514,10136,11151,5975,6850,9756,10506,0,0,28,22,16,7285,0,594,4,1
1,2,0,4,11,32,18,40,6,0,0,0,69355,0,0,0,6982,8291,10225,11730,6538,7727,10118,11336,0,0,28,22,16,6965,0,728,4,1
1,2,5,7,12,475,9,375,1,0,0,0,88139,2,3,0,6574,7601,9280,11307,6696,7612,9774,11092,0,0,28,22,16,7785,0,894,4,1
1,2,4,9,29,720,12,3,4,0,0,0,93456,0,7,0,6246,7504,9183,10308,5450,6868,8575,10380,0,0,6,22,16,7165,0,1497,4,1
1,2,0,4,7,67,28,157,7,0,2,2,77469,1,5,3,9828,11926,13298,15032,9828,11926,13298,15032,0,0,6,22,16,7455,0,1389,4,1
1,2,3,3,9,75,26,154,3,0,0,0,49003,1,0,1,9031,10328,12608,13858,9059,10382,12822,14098,0,0,6,22,16,8255,0,834,4,1
1,2,1,6,13,44,20,35,0,0,0,0,90751,1,3,3,4507,5521,7672,8762,4191,5401,7360,8569,0,0,28,22,16,5465,0,2351,5,1
1,2,1,6,1,3,6,3,1,0,1,1,51941,1,2,1,2576,3360,5512,6353,2747,3591,5832,6856,0,0,28,22,16,4220,0,588,5,1
1,2,4,9,7,564,10,450,2,0,0,0,78202,1,11,3,2927,4014,5412,7422,2776,3463,5595,6565,0,0,28,22,16,5235,0,1689,5,1
1,2,0,4,2,7,6,7,0,0,2,2,78875,1,0,2,4693,5900,8753,9673,4634,5985,7910,9367,0,0,6,22,16,4520,0,920,5,1
1,2,2,5,3,5,4,5,6,0,1,1,85619,0,0,0,5045,6057,7791,8970,4734,5686,8030,8795,0,0,28,22,16,6165,0,594,6,1
1,2,2,5,2,57,21,270,2,0,1,1,86717,1,1,2,11325,12665,17704,19799,10750,14571,15322,19335,0,0,6,22,16,8385,0,853,6,1
1,2,1,6,2,486,27,48,0,0,0,0,86973,1,5,2,7080,8754,11028,13044,6152,7805,10133,12190,0,0,6,22,16,8285,0,2282,6,1
1,2,0,4,4,349,5,6,4,0,0,0,80824,0,0,0,4139,5319,7767,8879,4281,5636,8322,9304,0,0,28,22,16,4150,0,853,6,1
1,2,2,5,12,71,10,3,0,0,1,1,73225,2,0,0,7313,8231,10766,12823,7381,8392,10460,12609,0,0,28,22,16,7755,0,569,6,1
1,2,1,6,2,7,29,52,3,0,0,0,77663,1,0,2,3285,4649,6139,7929,3092,4356,6373,7770,0,0,28,22,16,3650,0,920,6,1
1,2,1,6,16,97,17,106,5,0,2,2,73511,2,0,0,6654,7706,10131,11239,6654,7706,10131,11239,0,0,28,22,16,7285,0,569,6,1
1,2,3,3,11,32,35,3,6,0,2,2,53770,0,0,0,8010,9733,11739,13134,8010,9733,11739,13134,0,0,28,22,16,8085,0,671,6,1
1,2,1,6,2,57,9,126,1,0,0,0,62318,1,1,2,6827,8350,11101,12788,6894,8964,11124,13638,0,0,28,22,16,9300,0,728,6,1
1,2,1,6,1,1,1,32,5,0,0,0,87402,1,1,1,8095,10193,12303,14447,7279,8895,11248,13088,0,0,28,22,16,8585,0,983,11,1
1,2,7,2,1,107,6,3,6,0,1,1,66628,1,0,1,8026,9280,11892,13077,8167,9370,11933,12944,0,0,28,22,16,7135,0,1020,11,1
1,2,2,5,2,7,6,7,2,0,1,1,77837,1,0,2,3612,4777,6913,8418,3340,4674,6735,8081,0,0,28,22,16,4550,0,920,11,1
1,2,0,4,2,7,6,7,3,0,0,0,79401,1,0,2,4104,5537,7658,9177,4317,5728,7319,9711,0,0,28,22,16,5565,0,920,11,1
1,2,0,4,13,39,10,3,4,0,1,1,72392,1,0,3,6350,7744,10148,11539,6775,8182,10137,11670,0,0,28,22,16,7585,0,1272,11,1
1,2,0,4,7,51,11,47,5,0,1,1,80469,1,2,3,4694,5829,7820,9153,4747,5993,8149,9322,0,0,28,22,16,4650,0,853,10,1
1,2,2,5,5,218,8,16,6,0,0,0,86278,1,5,3,8038,9678,12906,14310,8023,9957,12717,14416,0,0,28,22,16,7065,0,2152,10,1
1,2,0,4,7,16,28,143,0,0,0,0,74717,1,3,3,6511,8151,10379,12108,6015,7359,9303,10793,0,0,28,22,16,7285,0,1974,10,1
1,2,3,3,4,6,5,6,1,0,1,1,87249,0,0,0,5741,7058,8855,9787,5467,6789,8846,9975,0,0,30,22,16,5465,0,594,10,1
1,2,2,5,7,67,28,157,7,0,0,0,84284,1,5,3,6930,8329,10519,12341,6647,8213,11049,13652,0,0,30,22,16,8185,0,1503,10,1
1,2,2,5,13,216,6,7,6,0,1,1,76747,1,0,3,3857,5100,6630,8184,3565,5102,6260,8098,0,0,28,22,16,4760,0,1506,10,1
1,2,0,4,7,83,28,320,5,0,0,0,87915,1,4,3,9346,11506,13538,16018,9393,11624,13581,16160,0,0,28,22,16,6685,0,2282,10,1
1,2,0,4,13,44,10,3,3,0,0,0,87942,1,3,3,6306,7962,9810,11639,6022,7554,9571,11122,0,0,28,22,16,6485,0,2152,10,1
1,2,5,7,2,7,6,7,7,0,1,1,72524,1,0,2,2367,3498,5212,6608,2258,3304,4925,6543,0,0,28,22,16,4060,0,1220,10,1
